       0.000 	      100 	        1
  100000.000 	       97 	        2
  200000.000 	       96 	        2
  300000.000 	       90 	        3
  400000.000 	       82 	        3
  500000.000 	       76 	        3
  600000.000 	       69 	        4
  700000.000 	       64 	        4
  800000.000 	       61 	        5
  900000.000 	       57 	        6
 1000000.000 	       52 	        6
 1100000.000 	       50 	        7
 1200000.000 	       48 	        6
 1300000.000 	       46 	        7
 1400000.000 	       44 	        8
 1500000.000 	       46 	        8
 1600000.000 	       42 	        8
 1700000.000 	       43 	        7
 1800000.000 	       41 	        8
 1900000.000 	       38 	        8
 2000000.000 	       36 	        8
 2100000.000 	       33 	        9
 2200000.000 	       31 	        9
 2300000.000 	       32 	        9
 2400000.000 	       32 	        9
 2500000.000 	       31 	        9
 2600000.000 	       29 	       14
 2700000.000 	       28 	       18
 2800000.000 	       26 	       19
 2900000.000 	       24 	       19
 3000000.000 	       22 	       19
 3100000.000 	       25 	       19
 3200000.000 	       22 	       19
 3300000.000 	       22 	       13
 3400000.000 	       22 	       13
 3500000.000 	       23 	       13
 3600000.000 	       22 	       19
 3700000.000 	       21 	       19
 3800000.000 	       22 	       11
 3900000.000 	       23 	       11
 4000000.000 	       22 	       11
 4100000.000 	       23 	       11
 4200000.000 	       20 	       17
 4300000.000 	       19 	       19
 4400000.000 	       19 	       19
 4500000.000 	       18 	       19
 4600000.000 	       18 	       19
 4700000.000 	       18 	       19
 4800000.000 	       18 	       19
 4900000.000 	       20 	       19
 5000000.000 	       18 	       19
 5100000.000 	       18 	       19
 5200000.000 	       19 	       19
 5300000.000 	       18 	       19
 5400000.000 	       17 	       19
 5500000.000 	       17 	       19
 5600000.000 	       17 	       19
 5700000.000 	       15 	       19
 5800000.000 	       16 	       19
 5900000.000 	       14 	       19
 6000000.000 	       15 	       19
 6100000.000 	       14 	       19
 6200000.000 	       15 	       19
 6300000.000 	       16 	       19
 6400000.000 	       17 	       19
 6500000.000 	       16 	       19
 6600000.000 	       14 	       19
 6700000.000 	       13 	       19
 6800000.000 	       13 	       19
 6900000.000 	       12 	       19
 7000000.000 	       13 	       19
 7100000.000 	       13 	       19
 7200000.000 	       12 	       19
 7300000.000 	       12 	       19
 7400000.000 	       12 	       19
 7500000.000 	       11 	       19
 7600000.000 	       12 	       19
 7700000.000 	       12 	       19
 7800000.000 	       13 	       19
 7900000.000 	       11 	       19
 8000000.000 	       12 	       19
 8100000.000 	       11 	       19
 8200000.000 	       11 	       19
 8300000.000 	       11 	       19
 8400000.000 	       11 	       19
 8500000.000 	       12 	       19
 8600000.000 	       12 	       19
 8700000.000 	       14 	       19
 8800000.000 	       13 	       19
 8900000.000 	       12 	       19
 9000000.000 	       11 	       19
 9100000.000 	       11 	       19
 9200000.000 	       11 	       21
 9300000.000 	       10 	       21
