       0.000 	       99 	        2
   20000.000 	       97 	        2
   40000.000 	       95 	        2
   60000.000 	       92 	        2
   80000.000 	       89 	        2
  100000.000 	       89 	        2
  120000.000 	       87 	        2
  140000.000 	       82 	        4
  160000.000 	       78 	        4
  180000.000 	       78 	        4
  200000.000 	       78 	        4
  220000.000 	       78 	        4
  240000.000 	       75 	        4
  260000.000 	       75 	        4
  280000.000 	       72 	        4
  300000.000 	       69 	        4
  320000.000 	       66 	        4
  340000.000 	       64 	        4
  360000.000 	       63 	        4
  380000.000 	       63 	        4
  400000.000 	       63 	        4
  420000.000 	       64 	        4
  440000.000 	       65 	        4
  460000.000 	       64 	        4
  480000.000 	       65 	        4
  500000.000 	       62 	        5
  520000.000 	       63 	        5
  540000.000 	       60 	        5
  560000.000 	       60 	        5
  580000.000 	       60 	        5
  600000.000 	       55 	        5
  620000.000 	       53 	        5
  640000.000 	       52 	        5
  660000.000 	       50 	        5
  680000.000 	       49 	        5
  700000.000 	       48 	        5
  720000.000 	       50 	        5
  740000.000 	       51 	        6
  760000.000 	       51 	        6
  780000.000 	       52 	        6
  800000.000 	       52 	        6
  820000.000 	       49 	        6
  840000.000 	       49 	        6
  860000.000 	       48 	        6
  880000.000 	       48 	        6
  900000.000 	       47 	        7
  920000.000 	       47 	        7
  940000.000 	       47 	        6
  960000.000 	       47 	        6
  980000.000 	       46 	        6
 1000000.000 	       46 	        6
 1020000.000 	       48 	        6
 1040000.000 	       47 	        6
 1060000.000 	       49 	        6
 1080000.000 	       49 	        6
 1100000.000 	       48 	        6
 1120000.000 	       48 	        6
 1140000.000 	       47 	        6
 1160000.000 	       47 	        6
 1180000.000 	       43 	        6
 1200000.000 	       42 	        6
 1220000.000 	       43 	        6
 1240000.000 	       43 	        6
 1260000.000 	       45 	        6
 1280000.000 	       42 	        7
 1300000.000 	       42 	        7
 1320000.000 	       41 	        7
 1340000.000 	       43 	        7
 1360000.000 	       43 	        7
 1380000.000 	       43 	        7
 1400000.000 	       42 	        7
 1420000.000 	       43 	        7
 1440000.000 	       44 	        7
 1460000.000 	       46 	        7
 1480000.000 	       47 	        7
 1500000.000 	       46 	        7
 1520000.000 	       47 	        7
 1540000.000 	       47 	        6
 1560000.000 	       45 	        7
 1580000.000 	       46 	        7
 1600000.000 	       47 	        7
 1620000.000 	       45 	        7
 1640000.000 	       44 	        6
 1660000.000 	       46 	        6
 1680000.000 	       46 	        6
 1700000.000 	       46 	        6
 1720000.000 	       46 	        6
 1740000.000 	       44 	        6
 1760000.000 	       43 	        6
 1780000.000 	       43 	        6
 1800000.000 	       43 	        6
