       0.000 	      100 	        1
  100000.000 	      100 	        1
  200000.000 	       99 	        2
  300000.000 	       99 	        2
  400000.000 	      100 	        1
  500000.000 	       98 	        2
  600000.000 	       98 	        2
  700000.000 	       99 	        2
  800000.000 	       98 	        2
  900000.000 	       99 	        2
 1000000.000 	       98 	        2
 1100000.000 	       98 	        2
 1200000.000 	       98 	        2
 1300000.000 	       98 	        2
 1400000.000 	       98 	        2
 1500000.000 	       98 	        2
 1600000.000 	       99 	        2
 1700000.000 	       99 	        2
 1800000.000 	       98 	        2
 1900000.000 	       98 	        2
 2000000.000 	       98 	        2
 2100000.000 	       99 	        2
 2200000.000 	       98 	        2
 2300000.000 	       98 	        2
 2400000.000 	       98 	        2
 2500000.000 	       98 	        2
 2600000.000 	       98 	        2
 2700000.000 	       99 	        2
 2800000.000 	       98 	        2
 2900000.000 	       98 	        2
 3000000.000 	       98 	        2
 3100000.000 	       98 	        2
 3200000.000 	       99 	        2
 3300000.000 	       98 	        2
 3400000.000 	       98 	        2
 3500000.000 	       98 	        2
 3600000.000 	       99 	        2
 3700000.000 	       98 	        2
 3800000.000 	       98 	        2
 3900000.000 	       98 	        2
 4000000.000 	       97 	        3
 4100000.000 	       97 	        3
 4200000.000 	       98 	        2
 4300000.000 	       98 	        2
 4400000.000 	       98 	        2
 4500000.000 	       98 	        3
 4600000.000 	       97 	        3
 4700000.000 	       98 	        2
 4800000.000 	       98 	        2
 4900000.000 	       99 	        2
 5000000.000 	       97 	        3
 5100000.000 	       97 	        3
 5200000.000 	       99 	        2
 5300000.000 	       98 	        2
 5400000.000 	       98 	        2
 5500000.000 	       98 	        2
 5600000.000 	       98 	        2
 5700000.000 	       98 	        2
 5800000.000 	       97 	        3
 5900000.000 	       97 	        3
 6000000.000 	       97 	        3
 6100000.000 	       98 	        2
 6200000.000 	       98 	        2
 6300000.000 	       98 	        2
 6400000.000 	       97 	        3
 6500000.000 	       97 	        3
 6600000.000 	       98 	        2
 6700000.000 	       98 	        2
 6800000.000 	       97 	        3
 6900000.000 	       98 	        2
 7000000.000 	       98 	        2
 7100000.000 	       97 	        3
 7200000.000 	       98 	        2
 7300000.000 	       99 	        2
 7400000.000 	       97 	        3
 7500000.000 	       99 	        2
 7600000.000 	      100 	        1
 7700000.000 	       97 	        3
 7800000.000 	       98 	        2
 7900000.000 	       97 	        3
 8000000.000 	       98 	        2
 8100000.000 	       97 	        3
 8200000.000 	       98 	        2
 8300000.000 	       97 	        3
 8400000.000 	       99 	        2
 8500000.000 	       97 	        3
 8600000.000 	       97 	        3
 8700000.000 	       97 	        3
 8800000.000 	       97 	        3
 8900000.000 	       98 	        2
 9000000.000 	       97 	        3
 9100000.000 	       97 	        3
 9200000.000 	       97 	        3
 9300000.000 	       97 	        3
 9400000.000 	       97 	        3
 9500000.000 	       98 	        2
 9600000.000 	       97 	        3
 9700000.000 	       97 	        3
 9800000.000 	       98 	        2
 9900000.000 	       97 	        3
10000000.000 	       98 	        3
10100000.000 	       98 	        2
10200000.000 	       98 	        2
10300000.000 	       99 	        2
10400000.000 	       97 	        3
10500000.000 	       97 	        3
10600000.000 	       97 	        3
10700000.000 	       97 	        3
10800000.000 	       99 	        2
10900000.000 	       98 	        2
11000000.000 	       98 	        3
11100000.000 	       99 	        2
11200000.000 	       97 	        3
