       0.000 	    0.000 	      100 	        0 	        0 	        0 	        0 	        0 	        0
   20000.000 	    0.200 	       80 	       20 	        0 	        0 	        0 	        0 	        0
   40000.000 	    0.260 	       77 	       20 	        3 	        0 	        0 	        0 	        0
   60000.000 	    0.360 	       68 	       28 	        4 	        0 	        0 	        0 	        0
   80000.000 	    0.440 	       67 	       23 	        9 	        1 	        0 	        0 	        0
  100000.000 	    0.700 	       49 	       33 	       17 	        1 	        0 	        0 	        0
  120000.000 	    0.800 	       46 	       31 	       20 	        3 	        0 	        0 	        0
  140000.000 	    0.880 	       45 	       28 	       21 	        6 	        0 	        0 	        0
  160000.000 	    1.180 	       34 	       28 	       26 	       10 	        2 	        0 	        0
  180000.000 	    1.340 	       35 	       22 	       24 	       13 	        5 	        1 	        0
  200000.000 	    1.400 	       37 	       15 	       27 	       14 	        6 	        1 	        0
  220000.000 	    1.500 	       32 	       21 	       21 	       17 	        9 	        0 	        0
  240000.000 	    1.500 	       38 	       12 	       22 	       19 	        8 	        1 	        0
  260000.000 	    1.660 	       30 	       15 	       24 	       22 	        8 	        1 	        0
  280000.000 	    1.840 	       22 	       18 	       26 	       23 	       10 	        1 	        0
  300000.000 	    2.120 	       15 	       15 	       31 	       23 	       14 	        2 	        0
  320000.000 	    2.080 	       18 	       14 	       30 	       20 	       16 	        2 	        0
  340000.000 	    2.200 	       19 	        6 	       32 	       24 	       17 	        2 	        0
  360000.000 	    2.220 	       18 	        7 	       33 	       23 	       15 	        4 	        0
  380000.000 	    2.280 	       15 	       12 	       28 	       24 	       17 	        4 	        0
  400000.000 	    2.460 	        8 	       12 	       33 	       26 	       15 	        6 	        0
  420000.000 	    2.520 	        9 	        9 	       32 	       27 	       17 	        6 	        0
  440000.000 	    2.440 	       14 	        7 	       28 	       30 	       14 	        7 	        0
  460000.000 	    2.460 	       12 	        6 	       33 	       27 	       17 	        5 	        0
  480000.000 	    2.600 	       11 	        7 	       30 	       25 	       18 	        8 	        1
  500000.000 	    2.720 	        8 	        6 	       29 	       30 	       18 	        8 	        1
  520000.000 	    2.800 	        7 	        8 	       24 	       30 	       22 	        8 	        1
  540000.000 	    2.680 	        9 	       10 	       23 	       30 	       19 	        8 	        1
  560000.000 	    2.700 	        9 	       10 	       22 	       29 	       22 	        7 	        1
  580000.000 	    2.760 	        8 	        6 	       25 	       33 	       20 	        7 	        1
  600000.000 	    2.740 	        6 	        8 	       28 	       30 	       21 	        6 	        1
  620000.000 	    2.720 	        9 	        9 	       22 	       30 	       22 	        7 	        1
  640000.000 	    2.760 	        7 	        7 	       25 	       33 	       21 	        6 	        1
  660000.000 	    2.720 	        6 	        7 	       29 	       32 	       20 	        5 	        1
  680000.000 	    2.720 	        7 	       10 	       24 	       32 	       18 	        8 	        1
  700000.000 	    2.760 	        7 	        7 	       26 	       33 	       18 	        8 	        1
  720000.000 	    2.740 	        9 	        8 	       20 	       33 	       24 	        5 	        1
  740000.000 	    2.840 	       10 	        3 	       25 	       27 	       27 	        6 	        2
  760000.000 	    2.760 	       11 	        6 	       23 	       28 	       22 	        8 	        2
  780000.000 	    2.940 	        7 	        6 	       22 	       30 	       23 	       10 	        2
  800000.000 	    2.880 	       10 	        7 	       17 	       31 	       23 	       10 	        2
  820000.000 	    2.840 	        8 	        8 	       21 	       31 	       21 	        9 	        2
  840000.000 	    2.840 	       11 	        6 	       21 	       26 	       24 	       10 	        2
  860000.000 	    2.700 	       14 	        7 	       22 	       23 	       22 	       10 	        2
  880000.000 	    2.680 	       15 	        4 	       24 	       26 	       19 	       10 	        2
  900000.000 	    2.820 	       14 	        4 	       16 	       33 	       21 	        9 	        3
  920000.000 	    2.880 	       12 	        4 	       18 	       33 	       19 	       11 	        3
  940000.000 	    2.920 	       12 	        4 	       16 	       35 	       18 	       11 	        4
  960000.000 	    2.960 	        9 	        7 	       16 	       34 	       19 	       11 	        4
  980000.000 	    2.940 	       10 	        6 	       16 	       34 	       20 	       10 	        4
 1000000.000 	    2.980 	        8 	        7 	       16 	       34 	       22 	        9 	        4
 1020000.000 	    3.020 	        8 	        6 	       16 	       33 	       24 	        9 	        4
 1040000.000 	    3.080 	        8 	        5 	       16 	       33 	       23 	       10 	        5
 1060000.000 	    3.080 	       10 	        3 	       18 	       28 	       25 	       11 	        5
 1080000.000 	    3.100 	       11 	        1 	       19 	       28 	       23 	       13 	        5
 1100000.000 	    3.160 	        8 	        3 	       20 	       27 	       23 	       14 	        5
 1120000.000 	    3.140 	       10 	        3 	       15 	       30 	       24 	       13 	        5
 1140000.000 	    3.200 	        5 	        7 	       15 	       32 	       23 	       13 	        5
 1160000.000 	    3.280 	        5 	        4 	       17 	       31 	       23 	       15 	        5
 1180000.000 	    3.320 	        5 	        3 	       16 	       34 	       21 	       15 	        6
 1200000.000 	    3.220 	        7 	        4 	       16 	       31 	       24 	       11 	        7
 1220000.000 	    3.340 	        5 	        4 	       14 	       34 	       22 	       14 	        7
 1240000.000 	    3.360 	        5 	        3 	       17 	       28 	       27 	       13 	        7
 1260000.000 	    3.380 	        8 	        0 	       15 	       29 	       26 	       15 	        7
 1280000.000 	    3.340 	        8 	        2 	       13 	       31 	       24 	       15 	        7
 1300000.000 	    3.340 	        6 	        4 	       14 	       30 	       25 	       14 	        7
 1320000.000 	    3.320 	        8 	        2 	       14 	       30 	       25 	       14 	        7
 1340000.000 	    3.300 	        6 	        5 	       13 	       32 	       23 	       15 	        6
 1360000.000 	    3.220 	        9 	        4 	       14 	       30 	       22 	       14 	        7
 1380000.000 	    3.260 	       10 	        0 	       17 	       28 	       24 	       14 	        7
