       0.000 	    0.000 	      100 	        0 	        0 	        0 	        0 	        0 	        0
   20000.000 	    0.160 	       84 	       16 	        0 	        0 	        0 	        0 	        0
   40000.000 	    0.220 	       78 	       22 	        0 	        0 	        0 	        0 	        0
   60000.000 	    0.260 	       74 	       26 	        0 	        0 	        0 	        0 	        0
   80000.000 	    0.420 	       61 	       36 	        3 	        0 	        0 	        0 	        0
  100000.000 	    0.500 	       56 	       39 	        4 	        1 	        0 	        0 	        0
  120000.000 	    0.640 	       47 	       43 	        9 	        1 	        0 	        0 	        0
  140000.000 	    0.740 	       43 	       41 	       15 	        1 	        0 	        0 	        0
  160000.000 	    0.760 	       41 	       43 	       15 	        1 	        0 	        0 	        0
  180000.000 	    0.900 	       35 	       42 	       21 	        2 	        0 	        0 	        0
  200000.000 	    0.960 	       33 	       41 	       23 	        3 	        0 	        0 	        0
  220000.000 	    1.180 	       23 	       41 	       31 	        5 	        0 	        0 	        0
  240000.000 	    1.360 	       19 	       34 	       39 	        8 	        0 	        0 	        0
  260000.000 	    1.400 	       15 	       40 	       35 	       10 	        0 	        0 	        0
  280000.000 	    1.480 	       14 	       35 	       41 	        9 	        1 	        0 	        0
  300000.000 	    1.600 	       12 	       33 	       40 	       13 	        2 	        0 	        0
  320000.000 	    1.700 	        8 	       31 	       46 	       13 	        2 	        0 	        0
  340000.000 	    1.760 	        7 	       29 	       47 	       15 	        2 	        0 	        0
  360000.000 	    1.700 	        8 	       32 	       44 	       14 	        2 	        0 	        0
  380000.000 	    1.840 	        6 	       26 	       48 	       18 	        2 	        0 	        0
  400000.000 	    1.880 	        4 	       27 	       49 	       17 	        3 	        0 	        0
  420000.000 	    1.980 	        3 	       27 	       44 	       22 	        3 	        1 	        0
  440000.000 	    1.980 	        5 	       23 	       46 	       22 	        3 	        1 	        0
  460000.000 	    2.040 	        2 	       26 	       42 	       27 	        2 	        1 	        0
  480000.000 	    2.100 	        2 	       23 	       42 	       30 	        2 	        1 	        0
  500000.000 	    2.200 	        3 	       18 	       41 	       33 	        4 	        1 	        0
  520000.000 	    2.200 	        4 	       17 	       40 	       34 	        4 	        1 	        0
  540000.000 	    2.220 	        4 	       15 	       42 	       34 	        4 	        1 	        0
  560000.000 	    2.280 	        4 	       14 	       40 	       35 	        6 	        1 	        0
  580000.000 	    2.280 	        5 	       14 	       38 	       35 	        7 	        1 	        0
  600000.000 	    2.380 	        4 	       13 	       36 	       36 	       10 	        1 	        0
  620000.000 	    2.380 	        4 	       14 	       34 	       37 	       10 	        1 	        0
  640000.000 	    2.420 	        4 	       13 	       33 	       38 	       11 	        1 	        0
  660000.000 	    2.460 	        2 	       14 	       34 	       37 	       12 	        1 	        0
  680000.000 	    2.500 	        2 	       12 	       34 	       39 	       12 	        1 	        0
  700000.000 	    2.600 	        1 	       10 	       31 	       45 	       12 	        1 	        0
  720000.000 	    2.620 	        1 	       10 	       30 	       45 	       13 	        1 	        0
  740000.000 	    2.620 	        1 	       10 	       30 	       45 	       13 	        1 	        0
  760000.000 	    2.640 	        1 	        9 	       30 	       46 	       13 	        1 	        0
  780000.000 	    2.680 	        1 	        7 	       31 	       46 	       14 	        1 	        0
  800000.000 	    2.640 	        1 	        9 	       30 	       46 	       13 	        1 	        0
  820000.000 	    2.660 	        1 	       10 	       30 	       41 	       17 	        1 	        0
  840000.000 	    2.640 	        1 	       10 	       32 	       39 	       17 	        1 	        0
  860000.000 	    2.640 	        1 	       10 	       32 	       39 	       17 	        1 	        0
  880000.000 	    2.660 	        1 	       11 	       29 	       40 	       18 	        1 	        0
  900000.000 	    2.700 	        1 	       10 	       28 	       41 	       19 	        1 	        0
  920000.000 	    2.700 	        1 	       11 	       26 	       42 	       19 	        1 	        0
  940000.000 	    2.700 	        1 	       12 	       24 	       43 	       19 	        1 	        0
  960000.000 	    2.720 	        1 	       12 	       24 	       42 	       19 	        2 	        0
  980000.000 	    2.740 	        1 	       11 	       24 	       43 	       19 	        2 	        0
 1000000.000 	    2.780 	        1 	        9 	       25 	       43 	       20 	        2 	        0
 1020000.000 	    2.760 	        2 	        8 	       25 	       44 	       19 	        2 	        0
 1040000.000 	    2.800 	        2 	        6 	       26 	       44 	       20 	        2 	        0
 1060000.000 	    2.800 	        2 	        6 	       26 	       44 	       20 	        2 	        0
 1080000.000 	    2.820 	        2 	        5 	       27 	       43 	       21 	        2 	        0
 1100000.000 	    2.840 	        2 	        5 	       26 	       43 	       22 	        2 	        0
 1120000.000 	    2.860 	        2 	        4 	       26 	       44 	       22 	        2 	        0
 1140000.000 	    2.880 	        2 	        4 	       24 	       46 	       22 	        2 	        0
 1160000.000 	    2.860 	        3 	        3 	       25 	       45 	       22 	        2 	        0
 1180000.000 	    2.940 	        3 	        3 	       19 	       49 	       24 	        2 	        0
